mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=304.210656721	met4986	7a-Hydroxydehydroepiandrosterone	HMDB0004611	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210656721	met2219	16a-Hydroxydehydroisoandrosterone	HMDB0000352	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.210567131	met52821	10-Acetoxy-8-heptadecene-4,6-diyn-3-ol	HMDB0039735	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met542	11beta-Hydroxytestosterone	HMDB0012533	Endogenous|Food	Organic compounds	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met4074	7b-Hydroxydehydroepiandrosterone	HMDB0004624	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met53390	2beta-Hydroxytestosterone	HMDB0012654	Endogenous|Food	Organic compounds	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met17465	11-Ketoetiocholanolone	HMDB0006031	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met74510	6beta-Hydroxytestosterone	HMDB0006259	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.210567131	met52713	3a,16-Dihydroxyandrostenone	HMDB0000388	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met60495	Ginsenoyne G	HMDB0039589	Food	Organic compounds	Membrane	304.20384476	C19H28O3
m/z=304.210567131	met71102	19-Hydroxytestosterone	HMDB0006769	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met29643	cis-[8]-Shogaol	HMDB0031464	Endogenous|Food	Benzenoids	Membrane	304.20384476	C19H28O3
m/z=304.210567131	met68684	3a,16a-Dihydroxyandrostenone	HMDB0000324	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met56147	3a,16b-Dihydroxyandrostenone	HMDB0000309	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met51799	16-Oxoandrostenediol	HMDB0000322	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met4986	7a-Hydroxydehydroepiandrosterone	HMDB0004611	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210567131	met2219	16a-Hydroxydehydroisoandrosterone	HMDB0000352	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.210642582	met52821	10-Acetoxy-8-heptadecene-4,6-diyn-3-ol	HMDB0039735	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met542	11beta-Hydroxytestosterone	HMDB0012533	Endogenous|Food	Organic compounds	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met4074	7b-Hydroxydehydroepiandrosterone	HMDB0004624	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met53390	2beta-Hydroxytestosterone	HMDB0012654	Endogenous|Food	Organic compounds	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met17465	11-Ketoetiocholanolone	HMDB0006031	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met74510	6beta-Hydroxytestosterone	HMDB0006259	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.210642582	met52713	3a,16-Dihydroxyandrostenone	HMDB0000388	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met60495	Ginsenoyne G	HMDB0039589	Food	Organic compounds	Membrane	304.20384476	C19H28O3
m/z=304.210642582	met71102	19-Hydroxytestosterone	HMDB0006769	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met29643	cis-[8]-Shogaol	HMDB0031464	Endogenous|Food	Benzenoids	Membrane	304.20384476	C19H28O3
m/z=304.210642582	met68684	3a,16a-Dihydroxyandrostenone	HMDB0000324	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met56147	3a,16b-Dihydroxyandrostenone	HMDB0000309	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met51799	16-Oxoandrostenediol	HMDB0000322	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met4986	7a-Hydroxydehydroepiandrosterone	HMDB0004611	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210642582	met2219	16a-Hydroxydehydroisoandrosterone	HMDB0000352	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.210605798	met52821	10-Acetoxy-8-heptadecene-4,6-diyn-3-ol	HMDB0039735	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met542	11beta-Hydroxytestosterone	HMDB0012533	Endogenous|Food	Organic compounds	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met4074	7b-Hydroxydehydroepiandrosterone	HMDB0004624	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met53390	2beta-Hydroxytestosterone	HMDB0012654	Endogenous|Food	Organic compounds	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met17465	11-Ketoetiocholanolone	HMDB0006031	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met74510	6beta-Hydroxytestosterone	HMDB0006259	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.210605798	met52713	3a,16-Dihydroxyandrostenone	HMDB0000388	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met60495	Ginsenoyne G	HMDB0039589	Food	Organic compounds	Membrane	304.20384476	C19H28O3
m/z=304.210605798	met71102	19-Hydroxytestosterone	HMDB0006769	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met29643	cis-[8]-Shogaol	HMDB0031464	Endogenous|Food	Benzenoids	Membrane	304.20384476	C19H28O3
m/z=304.210605798	met68684	3a,16a-Dihydroxyandrostenone	HMDB0000324	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met56147	3a,16b-Dihydroxyandrostenone	HMDB0000309	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met51799	16-Oxoandrostenediol	HMDB0000322	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met4986	7a-Hydroxydehydroepiandrosterone	HMDB0004611	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	304.20384476	C19H28O3
m/z=304.210605798	met2219	16a-Hydroxydehydroisoandrosterone	HMDB0000352	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=304.274608269	met34866	3-Pentadecylphenol	HMDB0033872	Food	Benzenoids	Membrane	304.27661577	C21H36O
m/z=306.190204428	met40582	Capsiate	HMDB0034780	Food	Organic compounds	Membrane	306.18310932	C18H26O4
m/z=306.190204428	met18893	5-Carboxy-gamma-chromanol	HMDB0012799	Endogenous	Organic compounds	Membrane (predicted from logP)	306.18310932	C18H26O4
m/z=306.226325135	met16718	16-alpha-Hydroxyandrosterone	HMDB0013156	Endogenous|Food	Organic compounds	Extracellular|Membrane	306.21949483	C19H30O3
m/z=306.226325135	met4713	5-Androstene-3b,16a,17a-triol	HMDB0000540	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	306.21949483	C19H30O3
m/z=306.226325135	met67146	11-Hydroxyandrosterone	HMDB0002984	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)	306.21949483	C19H30O3
m/z=306.226325135	met10403	5-Androstene-3b,16b,17a-triol	HMDB0000523	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	306.21949483	C19H30O3
m/z=306.226325135	met33123	5-Androstenetriol	HMDB0000550	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	306.21949483	C19H30O3
m/z=306.226325135	met24505	5-Androstene-3alpha-16b,17b-triol	HMDB0013199	Endogenous|Food	Organic compounds	Extracellular|Membrane	306.21949483	C19H30O3
m/z=306.226325135	met33914	[8]-Paradol	HMDB0040640	Food	Organic compounds	Membrane	306.21949483	C19H30O3
m/z=309.164460477	met32322	Lysyl-Tyrosine	HMDB0028963	Endogenous	Organic compounds	NULL	309.16885624	C15H23N3O4
m/z=309.164460477	met21060	Zanthosimuline	HMDB0040368	Food	Organoheterocyclic compounds	Membrane	309.17287899	C20H23NO2
m/z=309.164460477	met38569	Atherosperminine	HMDB0030304	Endogenous|Food	Alkaloids and derivatives	Membrane	309.17287899	C20H23NO2
m/z=309.164460477	met28628	Tyrosyl-Lysine	HMDB0029110	Endogenous	Organic compounds	NULL	309.16885624	C15H23N3O4
m/z=310.147415392	met69490	2,3-Dehydrosalvipisone	HMDB0040742	Food	Organic compounds	Membrane	310.15689457	C20H22O3
m/z=310.147415392	met7475	N-Desmethylcitalopram	HMDB0014021	Drug metabolite|Endogenous	Organic compounds	Extracellular	310.14814145	C19H19FN2O
m/z=311.155167619	met6757	Lansamide 4	HMDB0034592	Food	Organic compounds	Cytoplasm|Extracellular	311.15214354	C19H21NO3
m/z=311.155167619	met42411	N-[2-Methoxy-2-(4-methoxyphenyl)ethyl]cinnamide	HMDB0039632	Food	Organic compounds	Membrane	311.15214354	C19H21NO3
m/z=311.155167619	met48427	(-)-Thebaine	HMDB0029378	Endogenous|Food	Organic compounds	Membrane	311.15214354	C19H21NO3
m/z=311.155167619	met56802	Piperettine	HMDB0034371	Food	Organic compounds	Membrane	311.15214354	C19H21NO3
m/z=311.155167619	met42114	(R)-Pronuciferine	HMDB0030344	Endogenous|Food	Organic compounds	Membrane	311.15214354	C19H21NO3
m/z=311.155167619	met39535	Lansimide 3	HMDB0029858	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	311.15214354	C19H21NO3
m/z=312.215740286	met73534	16-Dehydroprogesterone	HMDB0000995	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	312.20893014	C21H28O2
m/z=313.219152485	met60397	9-Decenoylcarnitine	HMDB0013205	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	313.22530849	C17H31NO4
m/z=314.104658105	met63632	Vanilloside	HMDB0029664	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	314.10016755	C14H18O8
m/z=314.104658105	met10941	7,8-Dihydropteroic acid	HMDB0001412	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	314.11273834	C14H14N6O3
m/z=314.104658105	met37718	2-O-Acetylarbutin	HMDB0040720	Food	Organic compounds	Cytoplasm|Extracellular	314.10016755	C14H18O8
m/z=314.104658105	met44721	6-O-Acetylarbutin	HMDB0034060	Food	Organic compounds	Cytoplasm|Extracellular	314.10016755	C14H18O8
m/z=314.104658105	met55461	2-Hydroxyphenylacetic acid O-b-D-glucoside	HMDB0038333	Food	Organic compounds	Cytoplasm|Extracellular	314.10016755	C14H18O8
m/z=314.104658105	met35641	2-Methoxycarbonylphenyl beta-D-glucopyranoside	HMDB0033137	Food	Organic compounds	Cytoplasm|Extracellular	314.10016755	C14H18O8
m/z=314.104658105	met66523	(S)-Mandelic acid O-beta-D-Glucopyranoside	HMDB0038335	Food	Organic compounds	Cytoplasm|Extracellular	314.10016755	C14H18O8
m/z=314.133375506	met45918	Litcubinine	HMDB0032650	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	314.13923313	C18H20NO4
m/z=314.231480148	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231480148	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231480148	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231480148	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231442393	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231442393	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231442393	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231442393	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231541126	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231541126	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231541126	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231541126	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231437319	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231437319	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231437319	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231437319	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231466921	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231466921	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231466921	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231466921	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231452202	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231452202	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231452202	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231452202	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231405548	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=314.231405548	met27287	4-Nerolidylcatechol	HMDB0031924	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	314.2245802	C21H30O2
m/z=314.231405548	met32711	Cardoltriene	HMDB0038533	Food	Benzenoids	Membrane	314.2245802	C21H30O2
m/z=314.231405548	met39975	7-Dehydropregnenolone	HMDB0013121	Endogenous|Food	Organic compounds	Extracellular|Membrane	314.2245802	C21H30O2
m/z=315.115354467	met30009	Citpressine II	HMDB0029324	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	315.11067266	C17H17NO5
m/z=315.235073894	met21759	Decanoylcarnitine	HMDB0000651	Endogenous|Food	Organic compounds	Extracellular|Membrane	315.24095855	C17H33NO4
m/z=316.050170976	met29939	2-(3,4-Dihydroxyphenyl)-5,6-dihydroxy-7-methoxy-4H-1-benzopyran-4-one	HMDB0030804	Endogenous|Food	Phenylpropanoids and polyketides	Membrane	316.05830274	C16H12O7
m/z=316.050170976	met16574	Pollenitin	HMDB0038572	Food	Organic compounds	Cytoplasm|Extracellular	316.05830274	C16H12O7
m/z=316.050170976	met54315	3,4,5,7-Tetrahydroxy-6-methoxyflavone	HMDB0030547	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	316.05830274	C16H12O7
m/z=316.050170976	met28391	1,3,5,8-Tetrahydroxy-6-methoxy-2-methylanthraquinone	HMDB0039210	Food	Organic compounds	Cytoplasm|Extracellular	316.05830274	C16H12O7
m/z=316.161113708	met1729	Isopulegone caffeate	HMDB0029566	Endogenous|Food	Organic compounds	Membrane	316.16745926	C19H24O4
m/z=316.161113708	met56721	10-Hydroxy-8-nor-2-fenchanone glucoside	HMDB0033643	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	316.15220312	C15H24O7
m/z=316.161113708	met22938	Glucosyl (E)-2,6-Dimethyl-2,5-heptadienoate	HMDB0035136	Endogenous|Food	Organic compounds	Extracellular|Membrane|Cytoplasm	316.15220312	C15H24O7
m/z=316.17444838	met1729	Isopulegone caffeate	HMDB0029566	Endogenous|Food	Organic compounds	Membrane	316.16745926	C19H24O4
m/z=316.246931446	met71194	(3beta,5alpha)-3-Hydroxypregn-16-en-20-one	HMDB0034369	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.246931446	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.246931446	met34416	5-(8,11-Pentadecadienyl)-1,3-benzenediol	HMDB0038534	Food	Benzenoids	Membrane	316.24023027	C21H32O2
m/z=316.246931446	met39511	Bolasterone	HMDB0006048	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.246931446	met22244	Kaurenoic acid methyl ester	HMDB0036729	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.246931446	met35362	Pregnenolone	HMDB0000253	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Mitochondria|Endoplasmic reticulum	316.24023027	C21H32O2
m/z=316.246931446	met36391	Ethyltestosterone	HMDB0006002	Endogenous	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.246931446	met5877	1-Phenyl-1,3-pentadecanedione	HMDB0035580	Food	Organic compounds	Membrane	316.24023027	C21H32O2
m/z=316.246931446	met56860	5a-PregNULLe-3,20-dione	HMDB0003759	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247044439	met71194	(3beta,5alpha)-3-Hydroxypregn-16-en-20-one	HMDB0034369	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247044439	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247044439	met34416	5-(8,11-Pentadecadienyl)-1,3-benzenediol	HMDB0038534	Food	Benzenoids	Membrane	316.24023027	C21H32O2
m/z=316.247044439	met39511	Bolasterone	HMDB0006048	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247044439	met22244	Kaurenoic acid methyl ester	HMDB0036729	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247044439	met35362	Pregnenolone	HMDB0000253	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Mitochondria|Endoplasmic reticulum	316.24023027	C21H32O2
m/z=316.247044439	met36391	Ethyltestosterone	HMDB0006002	Endogenous	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247044439	met5877	1-Phenyl-1,3-pentadecanedione	HMDB0035580	Food	Organic compounds	Membrane	316.24023027	C21H32O2
m/z=316.247044439	met56860	5a-PregNULLe-3,20-dione	HMDB0003759	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247050129	met71194	(3beta,5alpha)-3-Hydroxypregn-16-en-20-one	HMDB0034369	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247050129	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247050129	met34416	5-(8,11-Pentadecadienyl)-1,3-benzenediol	HMDB0038534	Food	Benzenoids	Membrane	316.24023027	C21H32O2
m/z=316.247050129	met39511	Bolasterone	HMDB0006048	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247050129	met22244	Kaurenoic acid methyl ester	HMDB0036729	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247050129	met35362	Pregnenolone	HMDB0000253	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Mitochondria|Endoplasmic reticulum	316.24023027	C21H32O2
m/z=316.247050129	met36391	Ethyltestosterone	HMDB0006002	Endogenous	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247050129	met5877	1-Phenyl-1,3-pentadecanedione	HMDB0035580	Food	Organic compounds	Membrane	316.24023027	C21H32O2
m/z=316.247050129	met56860	5a-PregNULLe-3,20-dione	HMDB0003759	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247194465	met71194	(3beta,5alpha)-3-Hydroxypregn-16-en-20-one	HMDB0034369	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247194465	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247194465	met34416	5-(8,11-Pentadecadienyl)-1,3-benzenediol	HMDB0038534	Food	Benzenoids	Membrane	316.24023027	C21H32O2
m/z=316.247194465	met39511	Bolasterone	HMDB0006048	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247194465	met22244	Kaurenoic acid methyl ester	HMDB0036729	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247194465	met35362	Pregnenolone	HMDB0000253	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Mitochondria|Endoplasmic reticulum	316.24023027	C21H32O2
m/z=316.247194465	met36391	Ethyltestosterone	HMDB0006002	Endogenous	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247194465	met5877	1-Phenyl-1,3-pentadecanedione	HMDB0035580	Food	Organic compounds	Membrane	316.24023027	C21H32O2
m/z=316.247194465	met56860	5a-PregNULLe-3,20-dione	HMDB0003759	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247082074	met71194	(3beta,5alpha)-3-Hydroxypregn-16-en-20-one	HMDB0034369	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247082074	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=316.247082074	met34416	5-(8,11-Pentadecadienyl)-1,3-benzenediol	HMDB0038534	Food	Benzenoids	Membrane	316.24023027	C21H32O2
m/z=316.247082074	met39511	Bolasterone	HMDB0006048	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247082074	met22244	Kaurenoic acid methyl ester	HMDB0036729	Endogenous|Food	Organic compounds	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247082074	met35362	Pregnenolone	HMDB0000253	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Mitochondria|Endoplasmic reticulum	316.24023027	C21H32O2
m/z=316.247082074	met36391	Ethyltestosterone	HMDB0006002	Endogenous	Lipids and lipid-like molecules	Extracellular|Membrane	316.24023027	C21H32O2
m/z=316.247082074	met5877	1-Phenyl-1,3-pentadecanedione	HMDB0035580	Food	Organic compounds	Membrane	316.24023027	C21H32O2
m/z=316.247082074	met56860	5a-PregNULLe-3,20-dione	HMDB0003759	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=318.033415671	met48710	3,3,4,5,5,8-Hexahydroxyflavone	HMDB0037357	Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	318.0375673	C15H10O8
m/z=318.189946675	met69487	(1(10)E,4E,6a,9b)-9-(2-Methylpropanoyloxy)-1(10),4,11(13)-germacratrien-12,6-olide	HMDB0031373	Endogenous|Food	Organic compounds	Extracellular|Membrane	318.18310932	C19H26O4
m/z=318.189946675	met15337	Cohulupone	HMDB0030064	Endogenous|Food	Organic compounds	Extracellular|Membrane	318.18310932	C19H26O4
m/z=318.189946675	met17963	Panaquinquecol 6	HMDB0035500	Endogenous|Food	Organic compounds	Extracellular|Membrane	318.18310932	C19H26O4
m/z=318.189946675	met51481	[8]-Dehydrogingerdione	HMDB0039277	Food	Organic compounds	Membrane	318.18310932	C19H26O4
m/z=318.189946675	met10504	Ubiquinone-2	HMDB0006709	Endogenous	Organic compounds	Membrane (predicted from logP)	318.18310932	C19H26O4
m/z=318.262618276	met65910	AllopregNULLolone	HMDB0001449	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	318.25588033	C21H34O2
